date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:58:00	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-16cad5ea220%22	https://www.atherenergy.com/js/dependencies/slick.min.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/js/dependencies/slick.min.js	(from https://www.atherenergy.com/)
00:58:00	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220df-16cad5ea220%22	https://www.atherenergy.com/js/dependencies/wow.min.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/js/dependencies/wow.min.js	(from https://www.atherenergy.com/)
00:58:01	70/70	---M-Z	200	added ('OK')	application/javascript	etag:W/%2246-16cad5ea220%22	https://www.atherenergy.com/js/style/style.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/js/style/style.js	(from https://www.atherenergy.com/)
00:58:03	0/0	---M--	200	added ('OK')	application/javascript	etag:W/%220-16ccfacb4a6%22	https://www.atherenergy.com/min/production.web.min.js?v=1566796190891	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/min/production.web.mina782.js	(from https://www.atherenergy.com/)
00:58:03	1096/1096	---M--	200	added ('OK')	image/png	etag:W/%22448-16cad5ea220%22	https://www.atherenergy.com/images/common/logo-circle.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/common/logo-circle.png	(from https://www.atherenergy.com/)
00:58:04	27375/27375	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:09%20GMT	https://www.atherenergy.com/grid	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/grid.html	(from https://www.atherenergy.com/)
00:58:04	19949/19949	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:09%20GMT	https://www.atherenergy.com/about	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/about.html	(from https://www.atherenergy.com/)
00:58:05	17712/17712	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:10%20GMT	https://www.atherenergy.com/preorder	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/preorder.html	(from https://www.atherenergy.com/)
00:58:08	24718/24718	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:13%20GMT	https://www.atherenergy.com/careers	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/careers.html	(from https://www.atherenergy.com/)
00:58:10	14218/14218	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:15%20GMT	https://www.atherenergy.com/faq	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/faq.html	(from https://www.atherenergy.com/)
00:58:10	13186/13186	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:15%20GMT	https://www.atherenergy.com/press	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/press.html	(from https://www.atherenergy.com/)
00:58:10	16726/16726	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:15%20GMT	https://www.atherenergy.com/contact	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/contact.html	(from https://www.atherenergy.com/)
00:58:11	27946/27946	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:16%20GMT	https://www.atherenergy.com/terms	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/terms.html	(from https://www.atherenergy.com/)
00:58:11	26423/26423	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:16%20GMT	https://www.atherenergy.com/policy	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/policy.html	(from https://www.atherenergy.com/)
00:58:12	134306/134306	---M--	200	added ('OK')	image/jpeg	etag:W/%2220ca2-16cad5ea220%22	https://www.atherenergy.com/images/ride/banner.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/banner.jpg	(from https://www.atherenergy.com/)
00:58:12	146052/146052	---M--	200	added ('OK')	image/jpeg	etag:W/%2223a84-16cad5ea220%22	https://www.atherenergy.com/images/ride/designed_not_built.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/designed_not_built.jpg	(from https://www.atherenergy.com/)
00:58:15	454749/454749	---M--	200	added ('OK')	image/png	etag:W/%226f05d-16cad5ea220%22	https://www.atherenergy.com/images/ride/ather-performance.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ather-performance.png	(from https://www.atherenergy.com/)
00:58:15	74960/74960	---M--	200	added ('OK')	image/png	etag:W/%22124d0-16cad5ea220%22	https://www.atherenergy.com/images/ride/ather-battery.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ather-battery.png	(from https://www.atherenergy.com/)
00:58:15	1001038/1001038	---M--	200	added ('OK')	video/mp4	etag:W/%22f464e-16cad5ea220%22	https://www.atherenergy.com/video/ather_belt.mp4	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/video/ather_belt.mp4	(from https://www.atherenergy.com/)
00:58:16	1080/1080	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22438-16cad5ea220%22	https://www.atherenergy.com/images/ride/group_77.svg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/group_77.svg	(from https://www.atherenergy.com/)
00:58:17	1405/1405	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257d-16cad5ea220%22	https://www.atherenergy.com/images/ride/group_78.svg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/group_78.svg	(from https://www.atherenergy.com/)
00:58:18	1388/1388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256c-16cad5ea220%22	https://www.atherenergy.com/images/ride/sport_1.svg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/sport_1.svg	(from https://www.atherenergy.com/)
00:58:20	27008/27008	---M--	200	added ('OK')	image/jpeg	etag:W/%226980-16cad5ea220%22	https://www.atherenergy.com/images/ride/ather-balance@2x.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ather-balance@2x.jpg	(from https://www.atherenergy.com/)
00:58:20	20158/20158	---M--	200	added ('OK')	image/jpeg	etag:W/%224ebe-16cad5ea220%22	https://www.atherenergy.com/images/ride/ather-lol@2x.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ather-lol@2x.jpg	(from https://www.atherenergy.com/)
00:58:21	23732/23732	---M--	200	added ('OK')	image/jpeg	etag:W/%225cb4-16cad5ea220%22	https://www.atherenergy.com/images/ride/ather-suspension@2x.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ather-suspension@2x.jpg	(from https://www.atherenergy.com/)
00:58:22	25226/25226	---M--	200	added ('OK')	image/jpeg	etag:W/%22628a-16cad5ea220%22	https://www.atherenergy.com/images/ride/ather-disc@2x.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ather-disc@2x.jpg	(from https://www.atherenergy.com/)
00:58:22	5627052/5627052	---M--	200	added ('OK')	video/mp4	etag:W/%2255dcac-16cad5ea220%22	https://www.atherenergy.com/video/performance.mp4	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/video/performance.mp4	(from https://www.atherenergy.com/)
00:58:23	120828/120828	---M--	200	added ('OK')	image/jpeg	etag:W/%221d7fc-16cad5ea220%22	https://www.atherenergy.com/images/ride/dashboard.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/dashboard.jpg	(from https://www.atherenergy.com/)
00:58:25	3257/3257	---M--	200	added ('OK')	image/png	etag:W/%22cb9-16cad5ea220%22	https://www.atherenergy.com/images/ride/powered-by-google.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/powered-by-google.png	(from https://www.atherenergy.com/)
00:58:25	2469262/2469262	---M--	200	added ('OK')	video/mp4	etag:W/%2225ad8e-16cad5ea220%22	https://www.atherenergy.com/video/final_reversemode.mp4	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/video/final_reversemode.mp4	(from https://www.atherenergy.com/)
00:58:26	218275/218275	---M--	200	added ('OK')	image/png	etag:W/%22354a3-16cad5ea220%22	https://www.atherenergy.com/images/ride/mobile-app-screen-01.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/mobile-app-screen-01.png	(from https://www.atherenergy.com/)
00:58:26	291743/291743	---M--	200	added ('OK')	image/png	etag:W/%224739f-16cad5ea220%22	https://www.atherenergy.com/images/ride/mobile-app-screen-02.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/mobile-app-screen-02.png	(from https://www.atherenergy.com/)
00:58:27	156855/156855	---M--	200	added ('OK')	image/png	etag:W/%22264b7-16cad5ea220%22	https://www.atherenergy.com/images/ride/mobile-app-screen-03.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/mobile-app-screen-03.png	(from https://www.atherenergy.com/)
00:58:27	46602/46602	---M--	200	added ('OK')	image/png	etag:W/%22b60a-16cad5ea220%22	https://www.atherenergy.com/images/ride/mobile-app-screen-04.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/mobile-app-screen-04.png	(from https://www.atherenergy.com/)
00:58:28	1218084/1218084	---M--	200	added ('OK')	video/mp4	etag:W/%22129624-16cad5ea220%22	https://www.atherenergy.com/video/zero-charging.mp4	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/video/zero-charging.mp4	(from https://www.atherenergy.com/)
00:58:28	794/794	---M--	200	added ('OK')	image/png	etag:W/%2231a-16cad5ea220%22	https://www.atherenergy.com/images/ride/energy.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/energy.png	(from https://www.atherenergy.com/)
00:58:29	1607/1607	---M--	200	added ('OK')	image/png	etag:W/%22647-16cad5ea220%22	https://www.atherenergy.com/images/ride/network.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/network.png	(from https://www.atherenergy.com/)
00:58:30	364307/364307	---M--	200	added ('OK')	video/mp4	etag:W/%2258f13-16cad5ea220%22	https://www.atherenergy.com/video/always-connected.mp4	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/video/always-connected.mp4	(from https://www.atherenergy.com/)
00:58:30	134004/134004	---M--	200	added ('OK')	image/jpeg	etag:W/%2220b74-16cad5ea220%22	https://www.atherenergy.com/images/ride/hassel_service.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/hassel_service.jpg	(from https://www.atherenergy.com/)
00:58:30	1096/1096	---M--	200	added ('OK')	image/png	etag:W/%22448-16cad5ea220%22	https://www.atherenergy.com/images/ride/settings.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/settings.png	(from https://www.atherenergy.com/)
00:58:31	5670/5670	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221626-16cad5ea220%22	https://www.atherenergy.com/images/ride/wifi_lite.svg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/wifi_lite.svg	(from https://www.atherenergy.com/)
00:58:31	300/300	---M--	200	added ('OK')	image/png	etag:W/%2212c-16cad5ea220%22	https://www.atherenergy.com/images/ride/bolt_lite.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/bolt_lite.png	(from https://www.atherenergy.com/)
00:58:32	3115/3115	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c2b-16cad5ea220%22	https://www.atherenergy.com/images/ride/settings_lite.svg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/settings_lite.svg	(from https://www.atherenergy.com/)
00:58:34	22988/22988	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:39%20GMT	https://www.atherenergy.com/faq/vehicle/ather-subscription	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/faq/vehicle/ather-subscription.html	(from https://www.atherenergy.com/)
00:58:34	103895/103895	---M--	200	added ('OK')	image/png	etag:W/%22195d7-16cad5ea220%22	https://www.atherenergy.com/images/ride/pricing-scooter-450.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/pricing-scooter-450.png	(from https://www.atherenergy.com/)
00:58:35	113967/113967	---M--	200	added ('OK')	image/png	etag:W/%221bd2f-16cad5ea220%22	https://www.atherenergy.com/images/ride/ownership.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/ownership.png	(from https://www.atherenergy.com/)
00:58:35	13259/13259	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:40%20GMT	https://www.atherenergy.com/refund-policy	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/refund-policy.html	(from https://www.atherenergy.com/)
00:58:36	13973/13973	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202019%2022:58:41%20GMT	https://www.atherenergy.com/trademarks	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/trademarks.html	(from https://www.atherenergy.com/)
00:58:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:41%20GMT	https://www.atherenergy.com/12m	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/12m	(from https://www.atherenergy.com/)
00:58:37	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:42%20GMT	https://www.atherenergy.com/24m	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/24m	(from https://www.atherenergy.com/)
00:58:37	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:42%20GMT	https://www.atherenergy.com/36m	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/36m	(from https://www.atherenergy.com/)
00:58:38	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:43%20GMT	https://www.atherenergy.com/48m	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/48m	(from https://www.atherenergy.com/)
00:58:39	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:44%20GMT	https://www.atherenergy.com/60m	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/60m	(from https://www.atherenergy.com/)
00:58:39	52602/52602	---M--	200	added ('OK')	image/jpeg	etag:W/%22cd7a-16cad5ea220%22	https://www.atherenergy.com/images/grid/hero_fincorp.jpg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/grid/hero_fincorp.jpg	(from https://www.atherenergy.com/)
00:58:40	828/828	---M--	200	added ('OK')	image/png	etag:W/%2233c-16cad5ea220%22	https://www.atherenergy.com/images/ride/autovert.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/autovert.png	(from https://www.atherenergy.com/)
00:58:42	7096/7096	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cee54d8-1bb8%22	http://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/plugins/debug.addIndicators.min.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/plugins/debug.addIndicators.min.js	(from https://www.atherenergy.com/)
00:58:43	103644/103644	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4820-194dc%22	http://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.3/ScrollMagic.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.3/ScrollMagic.js	(from https://www.atherenergy.com/)
00:58:43	116228/116228	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ce0728f-1c604%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/2.1.3/TweenMax.min.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/cdnjs.cloudflare.com/ajax/libs/gsap/2.1.3/TweenMax.min.js	(from https://www.atherenergy.com/)
00:58:43	577404/577404	---M-Z	200	added ('OK')	application/javascript	etag:%225d64354c-22064%22	https://fast.wistia.com/assets/external/E-v1.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/fast.wistia.com/assets/external/E-v1.js	(from https://www.atherenergy.com/)
00:58:43	1288/1288	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cee54d8-508%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/plugins/animation.gsap.min.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.7/plugins/animation.gsap.min.js	(from https://www.atherenergy.com/)
00:58:46	12213/12213	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d5c1b2f-2fb5%22	https://ajax.cloudflare.com/cdn-cgi/scripts/95c75768/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/https___www.atherenergy.com_/ajax.cloudflare.com/cdn-cgi/scripts/95c75768/cloudflare-static/rocket-loader.min.js	(from https://www.atherenergy.com/)
00:58:47	294753/294753	---M--	200	added ('OK')	image/png	etag:W/%2247f61-16cad5ea220%22	https://www.atherenergy.com/images/ride/pricing-scooter-340.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/images/ride/pricing-scooter-340.png	(from https://www.atherenergy.com/)
00:58:48	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:53%20GMT	https://www.atherenergy.com/css/themes/default/assets/images/flags.png	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/images/flags.52.delayed	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:49	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:54%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/icons.eot	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/icons.eot	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:50	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:55%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/icons.eot?	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/iconsd41d.eot	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:50	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:56%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/icons.woff2	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/icons.woff2	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:51	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:56%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/icons.woff	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/icons.woff	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:52	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:57%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/icons.ttf	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/icons.ttf	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:52	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:57%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/icons.svg	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/icons.svg	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:54	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:58:59%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/outline-icons.eot	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/outline-icons.eot	(from https://www.atherenergy.com/css/semantic.min.css)
00:58:55	0/0	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202019%2022:59:00%20GMT	https://www.atherenergy.com/css/themes/default/assets/fonts/outline-icons.eot?	C:/My%20Web%20Sites/https___www.atherenergy.com_/www.atherenergy.com/css/themes/default/assets/fonts/outline-iconsd41d.eot	(from https://www.atherenergy.com/css/semantic.min.css)
